Time,P_HP,H_industry,H_HV_refuel,P_electrolysis_H2,Q_storage_charge,P_electrolysis_fuel,H_storage_discharge,D_EV,P_wind,Q_CHP,Q_storage,SOC_HV,P_EV_charge,F_ICV_refuel,Q_buildings_th,CO2_captured,SOC_EV,F_E2F,P_CHP,H_fuelcell,P_solar,P_fuelcell,F_industry,Cert_purchase,H_electrolysis,P_electrolysis,D_HV,P_buildings_elec,E_storage,H_storage,P_storage_charge,H_storage_charge,P_industry_elec,P_EV_V2G,Emissions_total,P_CCUS,SOC_ICV,Q_HP,P_storage_discharge,D_ICV,F_fuel,P_grid,Q_storage_discharge,F_CHP,Q_industry_th
31,2.8805878415035385e-6,47.69968189742261,21.45391331886543,116.1331876887681,14.642861372666866,58.48018899293481,2.4097789939829162e-6,243.60977223924112,217.1270672456852,457.14284041183055,50.00004471648449,5300.321670769852,1.3002279281164813e-5,184.46947017918578,187.5,488.8704326817324,377.760112311865,17.544056697880446,399.9999853603517,1.090958720397551e-6,111.26046768705118,6.5457523223853e-7,100.99263785335091,0.0,69.67991261326087,174.6133766817029,57.79333140427148,96.00002577485456,51.020405188649356,50.000024334284774,1.78039773587813e-5,0.5263187157931111,360.00002511512423,2.075785062226703e-6,488.870434345286,97.77408682422961,31126.65485802761,8.641763524510612e-6,3.3181233370938588e-6,398.5968963564873,488.87042420037426,2.1741184116944924e-5,1.1454896480870538e-5,220.95237286571805,255.0
32,6.814725147306164,54.377849344445195,44.48630883499703,165.6507925815778,1.0308442764396433e-5,134.3491881020977,2.409779123258748e-6,338.3426594803799,361.99183303223913,457.14285570185825,58.91074649108379,5304.437584667436,0.5234739515208131,511.2157741518972,212.5,782.8513625692096,329.03816790975424,40.30475643062931,399.99999873912594,1.0635427643423171e-6,216.94187131156104,6.381256586053901e-7,90.98796736660131,0.0,99.39047554894668,299.9999806836755,61.00236766534518,122.22900537845436,50.00001050589345,50.00002433433592,1.0526357613223143,0.5263187157408029,391.74361727176534,1.7876414770430081e-6,782.8513665102678,156.57027280870392,31071.966190392905,20.444175441918496,2.811935998334067e-6,600.654972854275,782.8513653437675,2.6821190899444547e-6,2.868561620474158,220.95238025589816,270.0
33,17.61217484008583,48.06023249763789,22.86988744664618,119.09406218101425,5.263041297242221,61.81797527380798,2.4097792530418987e-6,409.6972862498456,492.0754119252093,457.14285497937743,50.00014308712851,5330.62318320283,99.99993496731537,137.38246896155454,225.0,441.21901752365505,261.86693428135476,18.545392582142394,399.9999981069552,1.0582993010590488e-6,311.74490362753323,6.349795806354296e-7,101.42956533996963,0.0,71.45643730860854,180.91203745482224,58.89513389324401,215.99986831277417,50.00001130909915,50.000024334336715,1.0526321918058756,0.526318715804419,599.999868957534,1.7399949599345792e-6,441.21902230312674,88.24380380100723,31222.788980832232,52.83652452025749,2.8250266316319897e-6,431.4075798569104,441.21902162608086,1.6656457489036377e-6,9.345581585354528e-6,220.95237990669906,285.0
34,18.369790333296336,46.48704417860297,24.887588596265815,119.8349168764987,5.263169538396157,67.6274602998319,2.4097793239738844e-6,366.08953381174905,430.06488996103434,457.1428519803291,50.00000817334146,5335.824530481503,99.99998247366332,123.7710846437623,212.5,430.4796155212523,274.92741331700745,20.28823808994957,399.99999548278794,1.0450855632561104e-6,390.9157447169499,6.270513379536662e-7,106.04439893117991,0.0,71.90095012589921,187.4623771763306,54.97748216381459,227.9999633382477,50.000008691420504,50.00002433439781,1.0526358757494023,0.5263187157241983,599.9999639587542,1.6286366038408283e-6,430.47962443381715,86.09592340421331,31101.32690187964,55.10937099988901,2.859151684719775e-6,278.93298402443645,430.4796239421517,1.2846431790400786e-6,9.458189203168544e-6,220.95237845715909,300.0
35,14.581913140643907,47.38216181434694,22.02296160857175,116.55240127315619,5.263169726670253,61.69508849895741,2.409779411185542e-6,329.69228752154345,361.4388983501416,457.1428468147855,50.000008461495035,5344.218874428624,99.99998912510577,92.17241804734452,200.0,390.20675363096984,296.7094880950416,18.50852654968722,399.99999096293726,1.0350213514844227e-6,450.4844380242673,6.210128108906536e-7,95.59050637335812,0.0,69.93144076389372,178.2474897721136,52.28863508924774,239.99997666064277,50.000009589920666,50.000024334382005,1.052636440764099,0.5263187157330907,599.999977260855,1.5512864207566725e-6,390.20677420849006,78.04135102908911,31057.73819610874,43.745739421931724,2.8862943384510453e-6,218.0190773892089,390.20677383149507,1.0332744724938292e-6,9.547759829335459e-6,220.95237596047963,300.0
36,10.794036677707295,52.79996093783925,17.043735148410217,117.28335570143815,5.263169866974741,52.34982584655252,2.409779506457995e-6,377.43348405037284,306.02749446547256,457.14283922493036,50.00000880540877,5350.555245510422,99.99999133246341,58.90915189146617,187.5,360.0581785033798,325.7710185359318,15.704947753965756,399.99998432181405,1.0287199005941773e-6,487.46396053014996,6.17231940356506e-7,95.90168511141056,0.0,70.37001342086289,169.63318154799066,52.608665505250094,239.999981075236,50.00001097864359,50.00002433437471,1.0526372288601418,0.5263187156730178,599.9999816753773,1.5057827885288432e-6,360.0582619650574,72.01163600546495,31019.09916772256,32.38211003312188,2.903824785066585e-6,219.95785044437702,360.05826154096064,1.198823430509348e-6,9.605610315434842e-6,220.95237229204966,300.0
37,2.4607048055361402,50.56263540473517,38.18386742033446,148.7880335965146,5.263169938818207,114.91487808627203,2.4097796661042036e-6,418.5009591616165,462.988289153119,457.1428344549001,50.00000918732514,5351.8163810072565,99.99999191278066,579.5963610462136,175.0,838.860340805418,345.2843118186055,34.4744634258816,399.99998014803754,1.0265725736264478e-6,500.00000456334266,6.159435441758676e-7,104.46209859541369,0.0,89.27282015790875,263.70291168278663,53.350416983655826,227.99998221584278,50.000013069830175,50.000024334310325,1.0526383601125107,0.5263187160462091,599.9999828359671,1.4907559934520142e-6,870.5363666917415,167.77206846652854,30946.0336093474,7.382114416608421,2.909896495272124e-6,228.1486238547278,870.5363662022809,1.398459053697672e-6,9.625648836646483e-6,220.95236998653502,285.0
38,2.4607033617150997,49.135928851995935,42.0614416182794,152.87281300826157,5.263169924192763,127.21539696209743,2.4097795412451504e-6,378.4078913063175,443.0387843629638,457.1428392249205,50.00000957820799,5373.995123332494,99.99999133246683,310.668391984716,175.0,594.5061411558337,356.58411064702824,38.16461908862922,399.9999843218054,1.0287199146262674e-6,487.46396053014996,6.172319487757603e-7,101.05007885085766,0.0,91.72368780495695,280.088209970359,52.80122183136309,227.99998105524355,50.00001618749152,50.00002433460094,1.0526399473999877,0.5263187157412347,599.9999816753846,1.5057826765709776e-6,594.506224618013,118.90122853595575,31388.74079608078,7.382110085145299,2.9038248024259864e-6,218.7908868623195,594.5062240389892,1.6367661671731784e-6,9.605612356149037e-6,220.95237229204486,285.0
39,1.7031255926827877,52.31370168359014,19.13815967241602,119.96364151733744,5.263170818421561,56.57891233716349,2.409779291410387e-6,329.85506568022555,322.1088040177472,457.1428468148063,50.000009937199415,5400.216198401365,99.9999891250661,85.904189598815,187.5,386.4744277413,375.9025224785164,16.973673701149046,399.9999909629555,1.035021460950358e-6,450.4844380242674,6.210128765702143e-7,96.59155576122328,0.0,71.97818491040246,176.5425538545009,52.77018787880863,215.9999766205642,50.00002075711399,50.00002433459906,1.0527316773819888,0.5263249291541353,599.9999772607756,1.551287107082943e-6,386.4744483193758,77.29488585115512,31568.134655948103,5.109376778048363,2.8862930869461675e-6,217.37474644096588,386.47444761937896,1.9185634119724964e-6,9.547762036493676e-6,220.95237596048975,270.0
40,5.491001504094799,51.287438840561265,0.00013474986708622723,86.35647115081133,5.26316816426439,12.366475498648812,2.405094711958079e-6,353.7831439066263,262.1258036150439,457.1428538194212,50.00001117070413,5403.523301710137,99.99996473353181,6.737658975509097e-5,200.0,308.87619034818294,404.93149728763166,3.7099426495946437,399.99999709199346,1.0498238811338221e-6,390.91574472169316,6.298943286802922e-7,100.76408512722821,0.0,51.81388269048679,98.72294664946014,56.27861990301263,215.99992784004192,50.00011239728135,50.00003023733972,1.0525445436898777,0.5263104553292769,569.9999284316475,1.7027394486364214e-6,318.00658976377207,61.77523836708326,31523.613997682336,16.473004512284398,2.8358617554167026e-6,289.938236190361,318.0065892002769,1.472323014118356e-6,9.381330361790032e-6,220.95237934605356,270.0
41,13.824334652069961,48.63826187287986,0.00024308196549458361,81.94136977739105,5.263169208748022,43.88211550889527,2.407180067124337e-6,326.4817913057731,324.4052759674213,457.1428555545336,50.0000099346003,5386.639850489101,92.91875003798168,0.00012155783628576503,212.5,306.86582468480765,429.1748331112289,13.16463465266858,399.99999861021684,1.0611624266911348e-6,311.7449036301789,6.366974560146802e-7,99.07796483134074,0.0,49.16482186643463,125.82348528628631,61.68821215924637,202.21273697642874,50.00002448072347,50.000022335850495,1.0526361280448793,0.5263182576069142,538.9450760793084,1.787635773896059e-6,306.86583230648074,61.37316523182373,31349.65112334471,41.47300395620989,2.811937700701572e-6,511.8299965349805,306.86583192119963,9.478556569101055e-7,9.302383566120787e-6,220.9523801846912,285.0
42,21.40009202879716,45.71701723412893,39.234119626689875,142.4624279222708,5.263169653920836,112.95909308428631,2.4097791525656003e-6,173.68244625537517,282.2372961566142,457.1428567393594,50.00000989746819,5368.133629923293,3.3950782819566695e-5,380.24968399034583,237.5,666.5236629526942,452.1512853998949,33.887727925285894,399.9999996469394,1.073884601357356e-6,216.9418713166102,6.443307608144134e-7,99.20932863386795,0.0,85.47745675336246,255.4215210065571,64.43470548225766,128.00006759411093,50.00002535281721,50.000021923344804,1.052658655556104,0.5263212284382114,360.00006701568066,1.8881075911944371e-6,666.5236657584397,133.30473288268865,31042.55324698156,64.20027608639148,2.786830546207936e-6,761.8828482623672,666.5236654562848,6.947407308346583e-7,9.219530706293196e-6,220.952380757357,285.0
43,20.642515746923934,51.512282092134896,42.958415267468176,158.32835792770186,5.26316887503832,133.78129795025927,2.4097791548490995e-6,135.02872156780327,454.1100980182763,457.1428578209884,50.000010374176995,5388.037337905306,1.300237276923049e-5,529.757215252329,250.0,817.8285156863071,417.4148263041662,40.13438938507778,400.0000005933648,1.0909586060950322e-6,111.26046768705089,6.545751636570192e-7,107.25330994873468,0.0,94.99701475662111,292.10965587796113,63.22752568862567,128.00002569510193,50.000047635033326,50.000024334518024,1.0526334572336562,0.5263187158385951,360.0000251153662,2.075782671947878e-6,817.8285173498408,163.56570342514465,30965.673222014484,61.9275472407718,2.7473368075011692e-6,601.743752743571,817.8285170961302,5.437176806754513e-7,9.089200913731514e-6,220.95238128014438,270.0
44,16.854636317890968,52.15932304664764,5.5828111196624,97.11408596782374,5.26316732845515,18.86672390372256,2.409779016117239e-6,114.59434608015953,283.4765661862236,457.1428585170906,50.00001020046579,5412.027495466186,8.033691620781786e-6,25.95188919379151,237.5,347.9424323857259,390.40909203643446,5.660017171116767,400.0000012024542,1.108602623239367e-6,1.2624676859213641e-10,6.651615739436195e-7,106.69817934373657,0.0,58.26845158069423,115.9808098715463,60.76311025437436,120.00001577750899,50.00004557477115,50.00002433460987,1.0526017267154846,0.526318715560588,360.0000151776125,2.3050011071829547e-6,347.9424332819973,69.58848676087477,31134.38418562067,50.5639089536729,2.708889528322886e-6,424.642543665466,347.94243298300506,5.979844496052947e-7,8.962324346528829e-6,220.95238161659378,270.0
45,8.521303412893293,51.04751244173118,14.358172873116484,109.88667121579753,5.263168741963635,42.19463403351387,2.4097790462010913e-6,104.525204947918,332.9040586006992,457.1428585170915,50.00000870842598,5399.381373509537,8.033687936312106e-6,148.88665488776715,225.0,456.2439175198625,367.49022789129725,12.658390210054161,400.00000120245505,1.10860269712599e-6,1.262153737369623e-10,6.651616182755935e-7,99.06327171181685,0.0,65.93200272947853,152.0813052493114,58.74782114197855,120.00001577749264,50.000013452192775,50.00002433443684,1.0526348636769538,0.5263187158072111,360.0000151775959,2.3050013095374216e-6,456.2439184161379,91.2487837877021,30905.55054861518,25.563910238679878,2.7088891349631097e-6,336.7269739101034,456.24391800612403,8.200277177717803e-7,8.962324302342996e-6,220.95238161659418,255.0
46,4.733422475499838,50.18657679529437,14.297337942767204,108.35038692109482,5.263161648566095,42.08860655846384,2.4097790146850892e-6,100.53445079066019,318.48847794437273,457.14285851709184,50.00000870842325,5396.11520004006,8.03368631199604e-6,135.03450118897058,212.5,451.3169800616947,346.5851919726046,12.626581967539153,400.00000120245534,1.1086026998104424e-6,1.2621537361383831e-10,6.651616198862648e-7,107.95667947116263,0.0,65.01023215265688,150.43899347955866,57.38493176158139,112.00001579748073,50.00001345217978,50.0000243344998,1.0526348636951735,0.5263187157716419,360.0000151775842,2.305001385513336e-6,451.316980957972,90.26339629606852,30852.40101915689,14.200267426499513,2.708889063297085e-6,292.0806174477584,451.31698030918847,1.2975671510559008e-6,8.9623248068293e-6,220.9523816165944,255.0
47,1.9310267150827003e-6,47.79594817886442,8.458354211335925,94.63436634120625,5.263183668707795,26.340992069981503,2.4097789547166304e-6,97.61634906213214,259.94547180081105,432.76316443031095,50.000001969692605,5393.1970584543515,8.033683015099864e-6,57.56767354460049,187.5,362.92607039056674,326.47830688536186,7.902297620994451,378.667768876522,1.1086026833847795e-6,1.262153756396569e-10,6.65161610030867e-7,104.09183141024698,0.0,56.78061980472374,120.97535841118776,55.54450144343882,104.00001581746622,50.000013452184426,50.00002433452837,1.0526348637533431,0.5263187156996655,340.0000152275701,2.305001626965048e-6,362.92607128684597,72.58521436184293,30812.187149877205,5.7930801452481145e-6,2.7088889707806366e-6,246.83914949442902,362.9260701418366,2.290018661521154e-6,1.2866008653686486e-5,209.16886280798357,240.0
48,1.931026880706105e-6,50.95915691150604,9.588827438203149,101.79050294058985,5.263168845512007,29.648760231035958,2.4097789334946875e-6,94.62217373813453,280.69928603118774,420.2631496071139,50.00001271482875,5384.992062232656,8.033688512115318e-6,94.99345160049008,175.0,394.31775207443576,306.95504214382134,8.894628069310787,367.73025590622467,1.1086026483069734e-6,1.2621537453462527e-10,6.651615889841845e-7,105.09173569581627,0.0,61.074301764353905,131.4392631716258,53.068352311970166,96.0000158374705,50.00001345224434,50.000024334488344,2.1267022504772206,0.5263187158210031,340.0000152275746,2.3050011190997935e-6,394.3177529707141,78.86355069861673,30721.651333725145,5.7930806421183055e-6,2.7088852901930196e-6,202.3094739498953,394.3177482037673,9.533893583869407e-6,1.2866009353490308e-5,203.12718897677172,240.0
49,1.5807326395499034e-6,47.08744529285683,6.251779854323043,89.77590433161613,54.642828908893556,210.22406313215336,2.409778837732202e-6,90.25996685309592,200.16258228889438,457.1428100673153,50.00000830341454,5378.660383977268,4.535422499053799e-6,1.9854364740293906e-5,162.5,315.3361939711026,288.0306124670862,63.06721893964601,399.99995880890083,1.14593569861025e-6,1.3099738290099261e-10,6.875614191661505e-7,92.48840084747705,0.0,53.86554259896968,299.9999674637695,49.750634441196446,96.00000884087325,51.0203774696946,50.00002433456401,3.815442460210883e-5,0.5263187156329521,340.00000823090653,2.9636700402616017e-6,349.8259200975967,63.067239069920724,30695.259100955696,4.742197918649707e-6,2.8544948763111575e-6,159.98939870570763,250.37355996139814,198.9047202723971,1.3625160555303176e-5,220.95235819920237,240.0
50,3.824057851545856e-6,50.26600831933526,16.399878284167702,111.9870066217528,1.2261669752703015e-5,188.0129925221045,2.4097788428275557e-6,67.90261911897615,95.89376105819584,339.64178794651997,96.9106805942477,5369.986973499233,0.53063218003703,5.957732655356121e-5,150.0,282.01978667727434,269.97862011215165,56.403897756631345,297.18656445320494,1.0635425201147477e-6,1.199988733360243e-10,6.381255120688486e-7,105.59895974428306,0.0,67.19220397305168,299.9999991438573,40.44711587787851,90.21840486716073,50.00000316227264,50.00002433446036,1.052646149324722,0.5263187157850336,363.06338100501284,1.7876403344153151e-6,422.44966609773536,56.40395763031688,30599.265481586637,1.1472173554637555e-5,2.8119358680542603e-6,91.65026500314535,213.3553190724629,418.1886940505449,35.358211695758904,164.16019750748464,225.0
51,3.824048171698309e-6,45.057351343712334,16.70687262289078,103.81756889364219,5.262974705063602,196.18243025021485,2.409778806881978e-6,53.726486659567655,188.02949231859765,367.76295102050426,50.000453977347185,5374.2527170200365,0.5342332810169067,5.9578480000559934e-5,137.5,294.2739432694044,256.9021948731246,58.85472907506445,321.79258214294117,1.0635424968655534e-6,1.1999887271233837e-10,6.381254981193315e-7,108.07362512261483,0.0,62.29054133618531,299.99999914385705,33.571552762740325,82.2632803837051,50.00001398095318,50.000024334502235,1.0526255127822606,0.5263187158185115,347.88420610035047,1.7876401470639837e-6,367.3545773668452,58.854788948742886,30544.275382162075,1.1472144515094947e-5,2.811936046136405e-6,62.70196057769201,226.9710486192741,280.76705749514224,1.1065200371479937e-5,177.7520929932437,225.0
52,1.649083399669294e-5,45.50999305226085,44.17906457809336,150.3589582713072,5.262968111644026,149.64104206145882,2.4097786983615905e-6,36.355736973066016,263.5704734852216,340.2629036832403,50.00022290184355,5380.888123814105,99.9999919090049,647.1637686428946,125.0,878.7003804797216,246.6644171719103,44.89231261843764,297.73004072283527,1.0265869809108715e-6,1.1449952362870255e-10,6.159521885465229e-7,109.60189676187926,0.0,90.21537496278431,300.00000033276604,24.97737849860282,107.9999820081035,50.00000497854458,50.000024334575535,1.0526449132467348,0.5263187156218284,449.99998257822483,1.4908585501316782e-6,1163.0798439376003,175.7400764013846,30506.65426539394,4.9472501990078794e-5,2.909853181790857e-6,38.66688452833117,876.3337562332358,573.4921754087293,1.0008651532538508e-5,164.46040344689948,210.0
53,1.6490942903913395e-5,51.40296409937169,40.93597154119321,154.77542162169166,5.2631631742628295,145.22457871107466,2.409778701141224e-6,56.61451943175134,152.1377200428202,367.76309874550924,50.00000978229835,5417.573974842618,99.99999190901072,625.5691820345698,137.5,864.3894407967243,334.3932604343422,43.567373613322395,321.79271140232055,1.0265869707059473e-6,1.1449952373928714e-10,6.159521824235674e-7,100.67873932610638,0.0,92.86525297301499,300.0000003327663,32.8856098015715,107.99998200810991,50.000014483554736,50.00002433446136,3.2227703793697637,0.526318715641832,479.9999826282311,1.4908583797823157e-6,1205.517810016668,172.87788846478517,31130.617903319835,4.947282871174024e-5,2.909847354471192e-6,60.49987076667717,860.4327121410166,690.1701957513027,1.0008642012458851e-5,177.75216439366275,225.0
54,2.1602822415321338e-6,45.521129563873885,11.781114612472432,96.38093597584138,5.263236982927987,203.61906006683094,2.4097787965636665e-6,140.12834602128927,249.46956938685224,407.7632174831496,50.000003284205555,5448.644263443339,9.080798570217102e-6,2.9786107850686785e-5,162.5,305.4287390321112,418.0703472050428,61.08571802004928,356.79281529775585,1.1032211146241515e-6,1.2549815983100825e-10,6.619326687744904e-7,103.36540028541643,0.0,57.82856158550482,299.9999960426723,54.113136053899574,80.00001797167671,52.0616429912877,50.00002433436733,6.428995765441362e-6,0.526318715716179,340.00001732181096,2.2307204327046875e-6,326.77696935838435,61.08574809139248,31719.8871628944,6.4808467245963946e-6,5.140134911702064e-6,205.75851792481112,239.3652671683306,174.82340438010755,1.2370847014956293e-5,197.0855551168556,240.0
55,2.983835880971212e-6,53.388485717098334,20.104712429735468,123.36585923962194,14.642864460466901,61.44431757424452,2.4097789150470722e-6,194.64373066293717,233.03352479929936,457.1428432609101,50.000065067622366,5444.191437239642,1.3002277767311778e-5,210.56636375135386,187.5,517.418731738719,390.04468414896536,18.433295272273355,399.99998785329626,1.0909587630511183e-6,111.26046768705123,6.545752578306708e-7,104.3332805355508,0.0,74.01951554377317,184.81017681386646,63.222227002620365,96.0000257747438,51.02041082833959,50.000024334344765,1.7803883047593373e-5,0.526318715759521,360.0000251150133,2.0757848555045075e-6,517.4187334022834,103.48374663562689,31596.43208192562,8.951507642913643e-6,3.318126602999532e-6,442.1340423344425,517.4187232574045,2.174111347180176e-5,1.1352898345835474e-5,220.95237424277317,255.0
56,6.814703913297106,45.53610945852282,38.262296493100955,140.54121074458058,1.0216640701738515e-5,120.20065222509896,2.4097789538579084e-6,233.84175095846,287.7489065078504,457.1428567393711,58.91076784788437,5445.329481568591,3.395070393420193e-5,395.4978160831864,212.5,680.407110451095,351.11594806211417,36.06019566752969,399.9999996469497,1.0738846235968379e-6,216.94187131661022,6.443307741581029e-7,100.01711072465986,0.0,84.32472644674836,260.7418629696796,66.97338115435093,120.00006761284084,50.000016032696855,50.00002433436348,1.0526281225637566,0.526321831018904,380.0000669643971,1.8881076411858135e-6,680.4071132568711,136.0814223823688,31541.718020276312,20.444111739891316,2.7868303764585593e-6,699.1848678871891,680.4071118976792,3.1251720441923976e-6,2.8686305633891296,220.95238075736268,270.0
57,17.612190287287895,51.368862414922255,0.00024308544969732547,87.37826902897751,5.263092805029039,37.433717882445414,2.407174354895226e-6,252.57549747511237,126.68165989237237,457.14285555459804,50.000089649547625,5463.499763715387,0.5908424615441298,0.0001215509782931919,225.0,304.39892004136306,304.34762802569355,11.230115364733624,399.9999986102732,1.061162854829913e-6,311.744903630179,6.366977128979476e-7,94.67654062367126,0.0,52.4269614173865,124.81198691142293,65.92798098048618,146.48631062762738,50.00000949497282,50.00002729387838,1.0526396162845653,1.0578572630260505,486.99281480742735,1.7876403460088346e-6,304.3989276635484,60.87978430313462,31517.704915627186,52.83657086186369,2.8119360088655426e-6,581.4965215444014,304.3989269946383,1.6456302764931113e-6,9.302380878714527e-6,220.9523801847224,285.0
58,18.369788675833902,45.66474543439586,1.801193155164126e-5,76.10806794818632,5.263167267293614,7.309979524010876e-5,2.4579803119008257e-6,270.4328220751059,259.2629089368309,457.1428553346591,50.00000905739058,5443.721612506691,68.8399274605919,5.0487541231026894e-5,212.5,305.4542261680515,254.3938268828709,2.1929938572032607e-5,399.99999841782665,1.0323021845115102e-6,390.9157447265353,6.193813107069071e-7,99.02216997715689,0.0,45.66484076891179,76.10814104798156,62.068272088844765,225.89215490418243,50.00001398061106,50.504988886946606,1.052626497033662,7.874826250189881e-5,598.8251744969815,1.7876358224309248e-6,319.9745791149041,61.09084552847247,31168.80712425152,55.1093660275017,2.8119374852014046e-6,367.49890583604946,319.9745786131781,1.3109298534604372e-6,9.302382510948073e-6,220.95238007841854,300.0
59,14.581913484519593,48.342394069342,39.0416649474426,146.51731670439327,5.263170861515777,128.09867682518478,2.4097790427455357e-6,275.5121501131304,500.0000045877919,457.14284681484213,50.00000726359886,5425.101148891969,99.99998912512727,314.8950381341244,200.0,601.1697453495744,265.70519156915003,38.42960304755543,399.9999909629868,1.0350213818324714e-6,450.4844380242674,6.210128290994835e-7,103.75195450356185,0.0,87.91039002263595,274.6159935295781,58.543980372968264,239.99997666056683,50.000005913246625,50.000011221578816,1.052640233532349,0.5263323806090145,599.9999772607791,1.5512858389396513e-6,601.1697659276326,120.23394937281002,30948.307831237435,43.745740453558774,2.886294064721784e-6,265.9438695139014,601.1697655506377,1.0332742891918878e-6,9.547759009631373e-6,220.95237596050697,300.0
60,10.794036677674399,45.8022342826753,26.655217204488107,121.63961470304022,5.263169866970854,80.54337415836771,2.40977945431258e-6,327.00880531591287,352.39511735333485,457.1428392250357,50.000008805406324,5446.579619727521,99.99999133248036,127.05464912083902,187.5,429.147256376639,305.6027494917439,24.163012247510316,399.9999843219062,1.0287199185692752e-6,487.46396053015,6.172319511415648e-7,105.30333025439047,0.0,72.98376882182413,202.18298886140792,58.71369342216559,239.99998107519897,50.00001097863314,50.000024334332075,1.0526372288345156,0.52631871572027,599.9999816753402,1.5057822035543322e-6,429.1473398439164,85.82945158011678,31103.63654766322,32.382110033023196,2.903824609494412e-6,264.27750126192143,429.14733941981973,1.1988233005759185e-6,9.605609734657011e-6,220.95237229210056,300.0
61,2.4607047454514293,48.0037345887554,38.01305165545299,144.2385059617351,5.263169740535613,133.53460022643822,2.40977961075387e-6,368.2568995155663,500.00000458335506,457.1428344548971,50.00000918731986,5455.62072890536,99.99999191280745,716.8335595872729,175.0,953.5679546700624,335.20097852132636,40.06038006793147,399.9999801480349,1.026572532048975e-6,500.00000456334266,6.159435192293853e-7,96.9806756058649,0.0,86.54310357704105,277.7731061881733,59.42927241015036,227.99998221583962,50.000013069795784,50.00002433431306,1.0526365720938158,0.5263187160397532,599.9999828359639,1.4907551248382073e-6,994.7062256012007,190.7135912394574,31072.124696026905,7.382114236354287,2.909896498664359e-6,272.3138280742833,994.70622511174,1.3984590707073219e-6,9.625648790918156e-6,220.9523699865336,285.0
62,2.4607049308878484,46.302409873411065,41.92129856388981,147.9167096173033,5.2631703709565985,152.08318675632415,2.4097794883388017e-6,334.0218361761794,500.000004583359,457.14283447344616,50.00000938983482,5475.804998837768,99.99999191095843,521.7356078202644,175.0,779.7537388197835,356.54958927898554,45.624956026897244,399.9999801642653,1.026579710833897e-6,487.4639605288984,6.159478265003389e-7,98.57788340455933,0.0,88.75002577038197,299.99989637362745,58.69591513893108,227.99998221214133,50.00001448884005,50.000024334597576,1.0526455719249288,0.5263187162808702,599.9999828322669,1.490805604680761e-6,795.6409057622919,155.95074806939942,31625.569958769607,7.382114792663545,2.9098757260289195e-6,257.2822486848895,795.6409051934253,1.6080543199537666e-6,9.625580531702466e-6,220.9523699954989,285.0
63,1.7031259045053553,48.998086407613975,24.312665343070925,123.94771840184418,5.2631718473604785,75.4178515014021,2.4097737744185894e-6,284.2740507565787,355.9982786371789,457.1428468147298,50.00001017107008,5500.117522859978,99.99998912515342,135.371832117688,187.5,436.4369316435851,384.74521270270947,22.62535545042063,399.99999096288855,1.0350213376900778e-6,450.4844380242673,6.210128026140457e-7,102.73809889332736,0.0,74.36863104110651,199.3655699032463,58.766180190379416,215.99997662065533,50.00002442936485,50.00002433510844,2.1266891554479983,1.057880665174039,599.9999772608668,1.5512854642253265e-6,436.43695222104446,87.28738663161218,31992.936217378938,5.109377713516065,2.8862902539141916e-6,256.95976905304184,436.43695152104743,1.9185639485511243e-6,9.547762969369699e-6,220.9523759604527,270.0
64,5.491000299887007,47.06106315386102,1.801199315023611e-5,78.43523174264219,5.263165626662746,7.310022950179483e-5,2.48634634351352e-6,262.4055729059773,172.00570989401425,457.142855334652,50.00001235867871,5506.800334145935,35.224953753391674,5.048725699122235e-5,200.0,304.86351807348,422.890390496639,2.1930068850538445e-5,399.9999984178204,1.0323022733134466e-6,390.9157447265353,6.19381363988068e-7,97.7720513772804,0.0,47.06113904558531,78.43530484287169,63.433940809797974,213.94752074008755,51.02037560025288,50.50500818706872,5.2650021174925534e-5,5.9333775206749334e-5,568.8499237751282,1.7876361252537009e-6,318.7244606005557,60.972703909558184,31974.132188064803,16.473000899661024,2.990064527312608e-6,374.1604862842247,318.7244600128836,1.5354933132364939e-6,9.302383643617959e-6,220.95238007841505,270.0
65,13.824335364435504,48.933312404451115,18.00355293260359,112.43865951258731,5.263171027606185,54.72610720748026,2.4097789519232784e-6,261.34807810629724,395.83480418856357,457.1428549793932,50.00000867615766,5487.770169914989,99.9999349666363,112.60429829973522,212.5,407.6913627171444,403.8729799949033,16.41783216224408,399.999998106969,1.058299405149979e-6,311.7449036275335,6.349796430899877e-7,90.55252106447168,0.0,67.46319570755237,167.16476672006758,67.57708418354618,203.99986828929744,50.0000149583316,50.0000118550778,1.0526650439034544,0.5263317219772187,539.9998688535418,1.739995376810677e-6,407.69136749665955,81.53827283970507,31749.635946781527,41.47300609330651,2.825026020731367e-6,571.0748377101565,407.6913671086695,9.545201140685146e-7,9.345575787815402e-6,220.95237990670665,285.0
